qid,idEtiqueta,idUsuario,fecha,tiempoClick,fechaCarga,cuentaWeb,cuentaYA,qid,idCategoria,titulo,idioma,body,estado,prioritario,seguidores
20151101104427AAMEcGq,3,34,"2016-08-26 17:31:28",1,"2016-08-26 14:31:18",0,0,20151101104427AAMEcGq," Local Businesses","
            What is the value of queen elizabeth-II 1789 2 pence coin?
        ",EN,"
What is the value of queen elizabeth-II 1979 2pence coin?",0,1,0
20151101114014AAe5Ayc,3,34,"2016-08-26 17:31:57",1,"2016-08-26 14:31:28",0,0,20151101114014AAe5Ayc," Arts & Humanities","
            Which is easier to learn? Acoustic Guitar or Electric Guitar?
        ",UK," I bought an acoustic guitar last year and tried to learn how to play but I found it really difficult as it really hurt to hold my fingers on strings (especially the bigger ones) but I was thinking about getting an electric guitar soon, since most of the strings on an electric guitar would be thinner, would it not hurt as much for me?",1,1,0
20151101124412AAOmTY4,3,34,"2016-08-26 17:32:20",8,"2016-08-26 14:31:57",0,0,20151101124412AAOmTY4," Social Science","
            Please Answer this!!!?
        ",EN,"An especially long and protracted period of economic decline marked by painfully high levels of unemployment and significant declines in real GDP is referred to as ______. 
 a. inflation 
 b. recession 
 c. depression 
 d. boom",1,1,0
20151101130116AAE73eU,3,34,"2016-08-26 17:32:53",2,"2016-08-26 14:32:20",0,0,20151101130116AAE73eU," Business & Finance","
            I'm a young, married mum. I no longer love my husband?
        ",EN," This is kind of my last resort, I don't know who else to ask. I'm 23 years old, got married at 20 and had a kid at 22. I think I made a mistake, I was so young and naive when I met my husband and lacked guidance from anyone. I thought we would last forever and dreamt of the day we would start a family. I love my son more than everything and would never turn back the clocks because of him. But I am so unhappy with the idea that this is my love life for life. I feel trapped and unhappy. He hasn't treated me right for ages, I was so alone and now I started working, got a lot of attention from other guys and I like one of them. I feel so guilty because my husband has now started acting like he actually cares about me, but I'm still not happy with him. I love him and ill always care for him, but I'm not IN love with him anymore. I have a kid and I don't want to break the family because of him but I'm not happy. What do I do? I would never cheat.",1,1,0
20151101133527AAtqMjM,1,34,"2016-08-26 17:33:13",1,"2016-08-26 14:32:53",0,0,20151101133527AAtqMjM," Home & Garden","
            I was told that someone has thrown urine and salt at my house. What does that mean and what should i do?
        ",EN,,0,1,0
20151101134005AAytjBB,5,34,"2016-08-26 17:33:28",1,"2016-08-26 14:33:13",0,0,20151101134005AAytjBB," Computers & Internet","
            Popups on HP laptop?
        ",EN,"When i click on something, no matter what it is a popup will come up, and wont let me exit out of the pop up. Ive had this computer for less than a year, and i cant really spend a whole lot of money to fix it. But if there is a way i can delete some things on here please let me know, or if i might have a virus.",0,1,0
20151101150148AABowKH,3,34,"2016-08-26 17:34:01",1,"2016-08-26 14:33:28",0,0,20151101150148AABowKH," Consumer Electronics","
            DIY Studio Monitors?
        ",EN," I've always been somewhat of an audiophile, but I didn't know a lot of the technical side until recently. I've just started getting into diy audio setups/speakers and I'm looking into making some DIY studio monitors. One thing I'm confused about is the crossover. Is there a way I can make one without buying a premade one? And is it really necessary? Why can't I just connect the 2 speakers together and connect that to my audio source? Any help would be grateful. Thanks!",0,1,0
20151101152135AAvEfkO,7,34,"2016-08-26 17:35:33",60,"2016-08-26 14:34:01",0,0,20151101152135AAvEfkO," Beauty & Style","
            Has Beyoncé had plastic surgery?
        ",EN,,0,1,1
20151101162142AAXIoqq,3,34,"2016-08-26 17:35:58",2,"2016-08-26 14:35:33",0,0,20151101162142AAXIoqq," Travel","
            Which is better to Live west Hollywood or north Hollywood?
        ",EN,"So in 3 years I am moving to California, I wanna go out there for school and to try and start modeling and im just trying to gather as much info as I can about north and west Hollywood(the school I wanna go to is in the heart of Hollywood)",0,1,0
20151101163028AAuXKat,1,34,"2016-08-26 17:36:29",1,"2016-08-26 14:35:58",0,0,20151101163028AAuXKat," Pregnancy & Parenting","
            What name is the best out of these?
        ",NONE,"Your favorite female name out of each category  ",1,1,2
20151101163046AA42hSu,1,34,"2016-08-26 17:36:39",1,"2016-08-26 14:36:29",0,0,20151101163046AA42hSu," Games & Recreation","
            What's a hobby for a sixteen year old guy?
        ",EN,"I plan on getting a job soon but in the mean time, games just aren't cutting it for me anymore sadly. I guess I'm growing up but I honestly have nothing else to do when I get home other then to study or workout. I was thinking of taking up a hobby but not sure what would be my best bets.",1,1,0
20151101163707AAnZCdX,3,34,"2016-08-26 17:37:14",8,"2016-08-26 14:36:39",0,0,20151101163707AAnZCdX," Business & Finance","
            INCOME REPORTING – Must I report a $350 check (NY)?
        ",EN,"
 .  
 
I am posing my question in the form of an example below.  
 
My full-time employer pays me $55K/year.  
 
I did a one-day consulting gig with a separate research firm that paid me $350 by check.  
 
This firm did not obtain any personally identifying info from me such as Social Security number, Birth Date, etc.  They only had my name and they issued the check to my name and mailed it to my home. 
 
What happens if I do not declare this income during tax filing? 
Must I even report it?",1,1,0
20151101172912AAkcSPR,1,34,"2016-08-26 18:35:34",1,"2016-08-26 14:37:14",0,0,20151101172912AAkcSPR," Education & Reference","
            Political Correctness?
        ",EN," I am a liberal however I fell like Bill Maher does that political correctness is such bullshit. As a liberal you should stand up for people's rights not censor free speech. An example of this would be Christmas when department store nation wide say happy holidays in lieu marry Christmas. I'm an athiest however I'm not going to be offended by somebody telling me marry Christmas or get mad at a manger seen or a Christmas tree inside a store I also have Jewish friends who feel the same way as I do. I realize this is turning into a rant but I just got to ask how much better off do you think we would be if everybody just through up thier middle finger and said I'm going to think, say, and do what I want and if the political correct police don't like it they can all just go **** them selves?",0,1,0
20151101175758AArrc9K,5,34,"2016-08-26 18:35:58",1,"2016-08-26 15:35:34",0,0,20151101175758AArrc9K," Home & Garden","
            More than mini-blind?
        ",EN,"Hello. 
 
So almost all houses have mini-blinds on their windows, but I realized that if you turn on the light at night people can see the light inside the houses. Is there something more than mini-blind that completely blocks the light emanating from all the windows on a house?",0,1,0
20151101181155AA3lXIe,7,34,"2016-08-26 18:39:08",151,"2016-08-26 15:35:59",1,2,20151101181155AA3lXIe," Yahoo Products","
            Are there parental controls on yahoo to screen out porn?
        ",EN,,0,1,0
20151101184505AAigX0d,5,34,"2016-08-26 18:39:26",1,"2016-08-26 15:39:08",0,0,20151101184505AAigX0d," Politics & Government","
            Does the 2nd Amendment specify an age restriction?
        ",CA,,0,1,0
20151101185721AAyZYkI,3,34,"2016-08-26 18:39:56",1,"2016-08-26 15:39:26",0,0,20151101185721AAyZYkI," Games & Recreation","
            I'm too scared to talk on the mic on Xbox?
        ",EN," So I've been a hardcore gamer since I was about 5. The thing is, I don't have anyone to play with. I'm a girl, and there aren't any normal gamers in my school who play games besides just call of duty. I have social anxiety, so it makes it hard to talk on the mic. It's literally impossible for me. One time I turned my mic on and off for over and hour on zombies only to leave the game, making no progress. How should I force myself to talk without being awkward? I want to communicate with people on borderlands and stuff. It's so hard.",1,1,1
20151101193926AAzjV8R,6,34,"2016-08-26 18:41:52",85,"2016-08-26 15:39:56",7,0,20151101193926AAzjV8R," Dining Out","
            How does Haagen Dazs make their coffee frappes?
        ",EN,,0,1,0
20151101195134AATJFuo,3,34,"2016-08-26 18:42:10",2,"2016-08-26 15:41:53",0,0,20151101195134AATJFuo," Travel","
            Emiratis: Do you agree that your government's opposition to Islamism stems from their hatred of Islam?
        ",EN," From the Khaleej Times: 
 
Dr Gargash said: ""In particular, we must develop better legal mechanisms to not only combat the violent actions of terrorists, but also their extremist ideologies, which aim to undermine state structures and institutions and SECULAR visions of progress and modernity."" 
 
He supports SECULARISM, MEANING HE OPPOSES RULING ACCORDING TO GOD'S LAW. THIS IS APOSTASY! How do you feel about your government ministers being apostates? 
 
http://www.khaleejtimes.com/nation/government/together-we-will-rebuild-region-uae 
 
The UAE government seems to be highly opposed to Islam. Do you think that when the government speaks out against ""Islamism"", it's really condemning Islam?
 The people here don't understand what I'm saying. 
 
I'm not talking about terrorist organizations. 
 
The UAE government and ministers have made it clear in the past that ""religion should be separated from politics"" and that secularism should be implemented in the Middle East. You can find the sources for these quite clear on the internet.  
 
Rather then diverging on about another subject (terrorist organizations), how about the people here answer the question and stay on topic.",0,1,0
20151101200551AAVyMa5,5,34,"2016-08-26 18:42:37",1,"2016-08-26 15:42:11",0,0,20151101200551AAVyMa5," Pets","
            What is going on with my dog?
        ",EN," Every few months or so my dog will randomly become super paranoid and start sniffing all around the house. He will go for months and be fine but randomly tonight he got up off the couch and started shaking and sniffing. He is looking all around like on the floor and around to the cealing. I thought there was a bug but we haven't found a bug.  He has his tail tucked under him and is looking around the house. We have no idea what he is scared of. He only does this like every few months. Any ideas?",0,1,2
20151101203529AAudX5m,5,34,"2016-08-26 18:42:59",1,"2016-08-26 15:42:38",0,0,20151101203529AAudX5m," Science & Mathematics","
            If i havent been smoking weed for over a week and use baking soda to clean out the thc from my system will it work?
        ",EN,,0,1,0
20151101205336AAFslCy,5,34,"2016-08-26 18:43:25",1,"2016-08-26 15:42:59",0,0,20151101205336AAFslCy," Health","
            How do you get scratches off your g;asses?
        ",EN,,0,1,0
20151101210221AATACFT,3,34,"2016-08-26 18:43:55",2,"2016-08-26 15:43:26",0,0,20151101210221AATACFT," Dining Out","
            Do French restauraunts have kids menus?
        ",EN,"I am making a menu for my french class and was wondering if it could be a kids menu. Thanks!",0,1,0
20151101210347AAyg8po,5,34,"2016-08-26 18:44:12",1,"2016-08-26 15:43:55",0,0,20151101210347AAyg8po," Science & Mathematics","
            What would disprove and annihilate evolutionary theory?
        ",EN,,0,1,0
20151101222422AAxpGp9,5,34,"2016-08-26 18:44:37",8,"2016-08-26 15:44:12",0,0,20151101222422AAxpGp9," Social Science","
            Anthropology: Do modern Assyrians still exist today?
        ",EN,,0,1,0
20151102013121AALOhAq,7,34,"2016-08-26 18:45:03",1,"2016-08-26 15:44:38",0,0,20151102013121AALOhAq," Politics & Government","
            Why is the percentage of prison population in US so high?
        ",EN,,0,1,0
20151102022520AAM03zZ,3,34,"2016-08-26 18:45:26",1,"2016-08-26 15:45:03",0,0,20151102022520AAM03zZ," Cars & Transportation","
            What is the most difficult job to do? Finding the leak or repairing the leaks?
        ",EN,,0,1,0
20151102022601AAw64dk,3,34,"2016-08-26 18:45:55",1,"2016-08-26 15:45:26",0,0,20151102022601AAw64dk," Family & Relationships","
            Why do black people still act suppressed?
        ",EN," They still separate themselves by calling one another ""brother"" while claiming they want equality with whites. If that were true, they wouldn't see themselves as superior. And why are out of wedlock birthrates so high among the African American community. Is marriage a bridge too far for them? Should we send the blacks back to Africa along with the gays to maintain peace in the Us?",0,1,0
20151102043147AAhJxOS,1,34,"2016-08-26 18:46:31",10,"2016-08-26 15:45:55",0,0,20151102043147AAhJxOS," Education & Reference","
            Should I stay home from school?
        ",EN,"I was begging my mom and dad to let me stay home from school today and they got mad at me and said just stay home and fail. Should I stay home? I won't fail hahaha.",0,1,0
20151102070322AAVMzQd,1,34,"2016-08-26 18:46:44",1,"2016-08-26 15:46:32",0,0,20151102070322AAVMzQd," Dining Out","
            Pizza Hut vs. Dominos ? which one is better?
        ",EN,,1,1,0
20151102072923AA12vsN,3,34,"2016-08-26 18:47:28",2,"2016-08-26 15:46:44",0,0,20151102072923AA12vsN," Consumer Electronics","
            Difference between a record and a vinyl?
        ",EN,"
simple English please",0,1,0
20151102073906AA8FvKk,5,34,"2016-08-26 18:48:25",7,"2016-08-26 15:47:28",0,0,20151102073906AA8FvKk," Education & Reference","
            Not to be inappropriate, but.. Why is a ******** called a ******** when you don't actually blow? you suck!?
        ",UK,"
b l o w j o b",0,1,0
20151102095707AA8NTsj,3,34,"2016-08-26 18:49:13",5,"2016-08-26 15:48:25",0,0,20151102095707AA8NTsj," Business & Finance","
            Refund on debit card?
        ",EN," I went to a store (kohls) to return an item that I purchased with my debit card. 
They gave me a receipt as proof of the return. 
 
They asked me for the expiration date of my debit...and I realized that it expired two days ago. But the lady seemed to be okay with it. 
 
I know that it takes a few days/few weeks to process...but will this cause issues with my return?",1,1,0
20151102095934AAjvnDT,5,34,"2016-08-26 18:49:29",1,"2016-08-26 15:49:13",0,0,20151102095934AAjvnDT," Social Science","
            My older sister is a feminist. Does that mean she hates males?
        ",UK," My older sister has put that she is a feminist on her facebook page and I wasn't sure what that meant so I decided to ask around. I spoke to my friends from school and they basically said it's women who want to feel good about themselves and who hate men. Some of these feminist wish males didn't exist.   
I was really annoyed when I heard this and wanted to ask my sister whether she really hates me. But I wanted to know for certain before I do anything. Not only that but she has so much control over my life - maybe because I'm the only guy in the house",0,1,0
20151102100134AA0Um2x,3,34,"2016-08-26 18:49:53",1,"2016-08-26 15:49:30",0,0,20151102100134AA0Um2x," Education & Reference","
            If i have 1/3 spaghetti how many meals will 4 packets of spaghetti last?
        ",UK,,1,1,0
20151102100148AAn24EF,1,34,"2016-08-26 18:50:08",1,"2016-08-26 15:49:53",0,0,20151102100148AAn24EF," Entertainment & Music","
            Why does EVERYONE think One Direction broke up?
        ",EN," I'm a big One Direction fan and I know what's going on. They said they're not splitting up at least 50 times, both at concerts and on Twitter. They said they love what they're doing and are coming back after their break. They're taking a short break starting in MARCH next year. It hasn't even started. They just won't have a tour or new album next year. They even said part of the reason they're taking a break is to work on music and Louis and Liam are going to work together on making better music. They even said there's going to be a 2017 tour. So many bands and celebrities take breaks as long as 3 years and no one thinks they're splitting up. 1D did tours 4 years and a row and 5 albums in a row, they said they barely ever see their family. The break has nothing to do with them splitting up. Just recently, they said the four of them love what they're doing and want to continue. Everywhere I go, everyone says they already split up. Why? I don't get it?
Obviously to confirm, they have NOT split up and they're not planning on it. Only the proper fans know that.
Their new album hasn't even come out yet!! They have like 10 shows to do for promo! How would they be doing that if they're not together?
Someone wrote an article about them not getting along and they literally tweeted saying that it's a dumb rumor. I think if the boys had tension and wanted to break up it would be much more obvious.",0,1,0
20151102112156AAuONxK,1,34,"2016-08-26 18:50:53",6,"2016-08-26 15:50:08",0,0,20151102112156AAuONxK," Consumer Electronics","
            Who still has a landline phone these days?
        ",EN,"I don’t know too many people except older people or people who need it for emergencies to have a landline phone when they have a smartphone or a cell phone! How common is it to even still have a landline phone? Are landline phones obsolete now or getting there?",1,1,0
20151102113639AAI8tjL,3,34,"2016-08-26 18:51:10",1,"2016-08-26 15:50:54",0,0,20151102113639AAI8tjL," Consumer Electronics","
            How can I play my photos from my computer to my big screan TV?
        ",EN,,1,1,0
20151102120047AAzwozq,5,34,"2016-08-26 18:51:50",1,"2016-08-26 15:51:10",0,0,20151102120047AAzwozq," Computers & Internet","
            How many GBs in 300 MB?
        ",UK,,0,1,1
20151102125300AA4iyXB,1,34,"2016-08-26 18:52:21",1,"2016-08-26 15:52:05",0,0,20151102125300AA4iyXB," Beauty & Style","
            Do guys prefer girls with naturally curly or naturally straight hair?
        ",EN,"Just wondering ????",1,1,0
20151102132238AALAPpK,5,34,"2016-08-26 18:52:48",1,"2016-08-26 15:52:21",0,0,20151102132238AALAPpK," Yahoo Products","
            Whats a phone number for yahoo tech support?
        ",EN,,0,1,0
20151102143246AAPshRJ,2,34,"2016-08-26 18:53:14",3,"2016-08-26 15:52:48",0,0,20151102143246AAPshRJ," News & Events","
            What does the fox say?
        ",EN,,0,1,0
20151102152234AASj29x,3,34,"2016-08-26 18:53:31",1,"2016-08-26 15:53:14",0,0,20151102152234AASj29x," Yahoo Products","
            HOW TO GET YAHOO PROFILE AVATAR?
        ",EN,,0,1,0
20151102153017AAxBg8A,3,34,"2016-08-26 18:54:35",3,"2016-08-26 15:53:32",0,0,20151102153017AAxBg8A," Family & Relationships","
            I think my dads dating someone??
        ",EN," So my parents are divorced and I junk my dad is seeing someone. He went out of town for work and instead of having me watch my dog or taking him to this doggy day care place he goes to he said ""my friend is watching him"" I wasn t comfortable at all with this. Especially since my dog is my baby and I was very nervous as I don t know who this person is. The person watched the dog or whatever. Well today when I come home from school I went in to my dads room to use the bathroom and when I walked in I saw women s clothes on the nightstand. I m extremely mad at him. That he s letting some ransom person in my home with my animals. I also don t want a dumb *** ""step mom"" I have one mom and that s enough. I will most likely hate this person so how do I approach my dad on this",1,1,1
20151102153029AAEC8SZ,5,34,"2016-08-26 18:54:58",1,"2016-08-26 15:54:35",0,0,20151102153029AAEC8SZ," Yahoo Products","
            Will we ever be able to change our picture on here again?
        ",EN,"
And our username?",0,1,0
20151102153603AA4umzu,5,34,"2016-08-26 18:59:57",1,"2016-08-26 15:54:59",0,0,20151102153603AA4umzu," Health","
            What is an example of a medical/scientific study that was given away for free?
        ",CA," For example if someone were to find the cure for cancer and then provide this information to the general public for free (as opposed to selling it to pharmaceutical companies in order to make money for themselves/personal gain). I saw a post about this floating around facebook a few weeks ago but now I can t remember which treatment/medication/discovery it was, nor who discovered it.",0,1,0
20151102155508AAjlEiG,5,34,"2016-08-26 19:00:16",1,"2016-08-26 15:59:57",0,0,20151102155508AAjlEiG," Yahoo Products","
            How do I put written signature at end of my emails?
        ",EN,,0,1,0
20151102163458AA4fqnl,5,34,"2016-08-26 19:01:21",9,"2016-08-26 16:00:16",0,0,20151102163458AA4fqnl," Arts & Humanities","
            My child's orchestra performance is dropping.
How do I help him?
        ",EN," He went from Violin 1-First Chair to Violin 3-last chair in 2 months. 
 
He practices alot and says he gets nervous and says I can't help him 
 
How can I help him. 
I know he can achieve alot in orchestra and get awards but he has to improve 
Also he is in the lowest orchestra and most of the awards are given to the highest orchestra. How do I encourage him to improve?
He is 14 and in freshman year high school. 
He still has straight A's in 3 AP classes and 3 honors.
He has private lessons. 
Has been starting since he was 10",0,1,0
20151102163604AAUOToR,5,34,"2016-08-26 19:01:41",1,"2016-08-26 16:01:21",0,0,20151102163604AAUOToR," Environment","
            Why is time passing by so fast these days?
        ",UK,,0,1,0
20151102170003AAjaSSm,5,34,"2016-08-26 19:02:00",1,"2016-08-26 16:01:41",0,0,20151102170003AAjaSSm," Society & Culture","
            Which the language spoken in Brazil?
        ",CA,,0,1,0
20151102171553AAS4jkG,3,34,"2016-08-26 19:03:17",3,"2016-08-26 16:02:00",0,0,20151102171553AAS4jkG," Arts & Humanities","
            Writing a story, help with ages, numbers... Read for more information.?
        ",CA," I m writing a story about a girl named Sydney Levine, she has two big sisters, one named Ashlee Levine, and one being Bethenny, who died at the age of 15 in 9/11 during a school trip for History class. Sydney works at a pizza place called Franco manca, based in London, England, she sings while making pizza and everybody loves her, she like the light in the room. 
 
Point is, I need help with choosing the ages for the characters. 
 
Sydney is 20, Ashlee is 28, Bethenny would possibly be 30 in 2015, am I wrong if she was 15 in 2001, I think I m really off on Bethenny s age? 
 
Their parents are Bethany Tavern & Ashlyn ""Ash"" Levine, Bethany is 48 & Ashlyn ""Ash"" is 40. 
 
Quick Fact: There s nothing wrong with being bad with numbers okay, so don t go calling me stupid or dumb like most Yahoo people do to me, I m just trying to ask a question here hoping that somebody can help me. 
 
I appreciate your assistance here, much needed. <3 :D",1,1,1
20151102172153AAzlunU,1,34,"2016-08-26 19:03:46",1,"2016-08-26 16:03:17",0,0,20151102172153AAzlunU," Pregnancy & Parenting","
            Which of the following girls' *A* names
do you best like? AYLA, ANYA, ANDREYA, ALENE or ASHBY?
        ",EN,,1,1,0
20151102181345AAyV8lu,5,34,"2016-08-26 19:04:15",1,"2016-08-26 16:03:47",0,0,20151102181345AAyV8lu," Pets","
            Will my rats forget me?
        ",EN," I m going on a trip for 11 days in april and I m  worried my rats will either forget about me or become attached to my sister who will be looking after them. I ve had my oldest rat for about 7 months and I m the only one he s comfortable with. I handle him every day and every time he s awake so he s really familiar with me. My other rat who I got as a baby and have now had for about three months is the one I m more worried about. I take him out all the time since he rarely sleeps and is very energetic. He s comfortable around my entire family, so I m worried he might become more attached to my sister than me. They ve both met and been handled by my sister so they already know her.  
I ve already told my sister how to take care of them. Check their water, what to feed them give them their nightly smoothies, all that stuff. I also told her not to handle them, only to let them out to run around together and maybe hold or pet them occasionally, just in case they might become attached to her :/ 
I also am going to sleep with a small blanket a few nights before I go and then put it in their cage so they have my scent. Also, skyping them so they can hear my voice. 
They re like my children okay! 
So what do you think? Do you think they ll forget me or not? I know they re very smart, I m just worried. Not to mention my oldest one has very bad separation anxiety even if I just leave the room.",0,1,0
20151102183013AApvbVQ,1,34,"2016-08-26 19:07:03",1,"2016-08-26 16:04:15",0,0,20151102183013AApvbVQ," Food & Drink","
            How do I tell a vegan they accidentally ate eggs?
        ",EN,"I brought several pumpkin breads into work and accidentally labled the wrong  bread vegan. One of my coworkers ate a lot of the ""vegan"" bread that actually contained eggs. How should I tell him what happens or should I even tell him?",0,1,0
20151102191227AA5lyz1,3,34,"2016-08-26 19:10:08",4,"2016-08-26 16:07:03",0,0,20151102191227AA5lyz1," Family & Relationships","
            I literally repel guys?????
        ",CA," Ok so I've had aprox 4 serious crushes in my short life. They have all crashed and burned. It's like I usually get a 'thing' with them but it might be my timing or something but I'll never step it up. Im a ***** and atm I can't even talk to my crush face to face. But there is always something that just drives them away and I dont know what it is...... I feel like I'm cursed or something :( nothing ever works out for me in my love life and it makes me feel like I'll never get married when I'm older if I can't even get a boyfriend now......... I'm really upset can someone help :(",1,1,8
20151102195600AAzNvdc,1,34,"2016-08-26 19:12:50",3,"2016-08-26 16:10:08",0,0,20151102195600AAzNvdc," Sports","
            What current Man Utd players would get into Alex Ferguson team of 1998-2003?
        ",EN,,0,1,2
20151102205552AAWLIVn,1,34,"2016-08-26 19:13:28",2,"2016-08-26 16:12:51",0,0,20151102205552AAWLIVn," Family & Relationships","
            Is it necessary to hire a live band to perform the music at my wedding?
        ",IN,,0,1,0
20151102210445AAtJEMF,3,34,"2016-08-26 19:14:28",2,"2016-08-26 16:13:29",0,0,20151102210445AAtJEMF," Education & Reference","
            Can I E-Mail My Teacher?
        ",EN,"So, I found my 5th grade teacher email and wanted to tell her how her old students have been doing lately, but I'm scared that it might be too appropriate because I might waste her instructional time for the students.",1,1,0
20151102232153AAhU3Tv,5,34,"2016-08-26 20:49:30",2,"2016-08-26 16:14:18",0,0,20151102232153AAhU3Tv," Pets","
            My kitten licked some flea meds off of his brother and now he is throwing up and disoriented. He will not eat or drink. Please heko?
        ",EN,,0,1,0
20151103002408AAbm5Cj,5,34,"2016-08-26 20:50:56",2,"2016-08-26 17:49:30",0,0,20151103002408AAbm5Cj," Cars & Transportation","
            Help with roommates bike?
        ",EN," I live in a house with two friends of mine and they both have motorcycles they park inside due to a theft problem in the neighborhood.  The house only has two rooms so I sleep in the living room on a pull out matress.  One of my friends had left the rear light on his bike on so I tried filling with it to turn it off and I guess I activated an alarm as the bike s lights just keep blinking.  I need to know if their s a way to turn these off without a key so I don t have to wake my roommate up so I can go to sleep, the bike says boulevard suzuki on the side but that s all I know about it",0,1,0
20151103011032AAUAwRE,1,34,"2016-08-26 21:21:41",3,"2016-08-26 17:50:57",0,0,20151103011032AAUAwRE," Pregnancy & Parenting","
            Should I get her to abort the baby or should I send it to a care home?
        ",EN," So, I'm living in Britain, I have never been a good Muslim, drinking, smoking drugs. I've done a mistake when I slept with a British girl at this nightclub and she texted me months later saying that she was expecting a baby. My parents found out, I wanted to keep it a secret and they said that I have to marry a Pakistani girl according to culture, I'm not attracted to them at all and I actually want to marry a virgin girl and not have the burden of having to look after a baby.",0,1,1
20151103025221AA0CL1N,5,34,"2016-08-26 21:22:47",4,"2016-08-26 18:21:41",0,0,20151103025221AA0CL1N," Cars & Transportation","
            My neighbour always parking his car in front of my house and making some trouble, I am planning to break Glass ?
        ",EN,"My neighbour always parking his car in front of my house and making some trouble, I am planning to break car Glass ? How to break a glass is there any easy way to do from long distance ?",0,1,0
20151103043701AAWYUkT,2,34,"2016-08-26 21:23:32",14,"2016-08-26 18:22:47",0,0,20151103043701AAWYUkT," Entertainment & Music","
            What is the meaning behind your username?
        ",EN,,0,1,6
20151103044943AAHyrCz,1,34,"2016-08-26 21:24:24",2,"2016-08-26 18:23:32",0,0,20151103044943AAHyrCz," Arts & Humanities","
            Is there a point to living without purpose nor happiness?
        ",EN," I'm only 14 but life seems so meaningless and I don't see the point to continue with such a meaningless and depressing existence. Plus I am just gonna die sooner or later, so why bother in trying to make a purpose. But literally I have no motivation to even get up let alone live my life to the fullest. So just wondering if anyone can relate or share their own views on the point of living.",0,1,0
20151103052243AAbrn0E,5,34,"2016-08-26 21:29:26",3,"2016-08-26 18:24:24",0,0,20151103052243AAbrn0E," Computers & Internet","
            When the price of HARDDISK will reduce? i want one...but it is costly?????
        ",IN,,0,1,0
20151103053212AA5QtxF,5,34,"2016-08-26 21:30:39",1,"2016-08-26 18:29:26",0,0,20151103053212AA5QtxF," Business & Finance","
            Avoiding paying rent and mortgage.?
        ",EN," I am renting an apartment, and my lease is up at the end of March. I recently put an offer on a house, and my realtor is telling me that there is a chance I could be getting the keys before Christmas - if all goes well. I spoke with one of the ladies in the office and asked about terminating the lease before March. She let me know that I would have to pay 2 month rent, and possibly lose my security deposit (which was one months rent). I want to be able to move out of this place, just have had bad experience renting from them, but don't want to forfeit 2 months rent and my security deposit, which would  be 3 months rent. Is there any way to get around this or try to work this out?",0,1,0
20151103053937AATCqBT,5,34,"2016-08-26 21:31:08",1,"2016-08-26 18:30:40",0,0,20151103053937AATCqBT," Family & Relationships","
            My 14 year old friend is having skype sex with a 24 year old man?
        ",EN,"what should i do? :(
they do this regularly and talk a lot",1,1,0
20151103055358AAf5nXG,1,34,"2016-08-26 21:32:31",9,"2016-08-26 18:31:08",0,0,20151103055358AAf5nXG," News & Events","
            Who was more brave, Brian Williams when his chopper was shot down in Iraq or Hillary when she dodged sniper fire in Bosnia?
        ",EN,,1,1,0
20151103061317AABfl2m,1,34,"2016-08-26 21:48:53",1,"2016-08-26 18:32:32",0,0,20151103061317AABfl2m," Games & Recreation","
            Why do PC gamers bash console gamers for playing on consoles?
        ",EN," I mean I get it. They have the graphics, hardware, software, mods, memory, games and franchises. But I'm just not interested, right now. When I say that it's always ""You're nothing but a console peasant"" Then they call you a kid, when they act like kids. That doesn't make any sense. PC gamers, why can't you just accept people's opinions?",0,1,0
20151103062417AAM258p,3,34,"2016-08-26 21:50:17",1,"2016-08-26 18:48:53",0,0,20151103062417AAM258p," Pets","
            How do i get my confidence back after a very serious fall on my horse?
        ",EN," I live in Europe and I am moving back to Australia in 2 months. My horse is over there at my grandparents estate and I plan on riding him everyday! The problem is that about a year ago he bolted and bucked me off. I got a concussion, and was unconscious and broke my arm in 3 places. I had to have instant surgery and was in hospital for a week!  
 
After that I have felt so nervous and have had panick attacks while riding him when I visit Australia because whenever he is about to buck or starts playing up I just get so scared! I have had him for 9 years and I have been riding my whole life. I only ride him about 3 times a year when I go to Australia but I am moving there full time so I want to build my confidence up! 
 
Oh and I have been riding other horses and my confidence is really high riding them! But as soon as i get on my own horse my confidence goes down to 0 again...
And I have fallen of horses heaps of times before.",0,1,0
20151103065020AAlmzgy,3,34,"2016-08-26 23:17:33",2,"2016-08-26 18:50:17",0,0,20151103065020AAlmzgy," Family & Relationships","
            My wife is not satisfied by me..I am thinking of letting her have sex with my friends..Is this correct?
        ",IN,,1,1,0
20151103073607AAur0mA,1,34,"2016-08-26 23:18:19",1,"2016-08-26 20:17:33",0,0,20151103073607AAur0mA," Sports","
            Whoi is a better ODI batsman - AB Devilliers or Sachin Tendulkar?
        ",IN,"
@ Anonymous aka Adarsh : Amazing. I'm impressed.",1,1,0
20151103074725AASTk43,3,34,"2016-08-26 23:18:54",2,"2016-08-26 20:18:19",0,0,20151103074725AASTk43," Arts & Humanities","
            How long should it take to retouch headshot photos?
        ",EN,"On average should it take about 30 minutes for a ""regular"" retouching?",0,1,0
